"Id","Model","Price","Age_08_04","Mfg_Month","Mfg_Year","KM","Fuel_Type","HP","Met_Color","Color","Automatic","CC","Doors","Cylinders","Gears","Quarterly_Tax","Weight","Mfr_Guarantee","BOVAG_Guarantee","Guarantee_Period","ABS","Airbag_1","Airbag_2","Airco","Automatic_airco","Boardcomputer","CD_Player","Central_Lock","Powered_Windows","Power_Steering","Radio","Mistlamps","Sport_Model","Backseat_Divider","Metallic_Rim","Radio_cassette","Parking_Assistant","Tow_Bar","Price_Per_KM","High_Mileage","HP_Per_Weight","Price_Tier"
747,"TOYOTA Corolla Linea Luna 1.6i 16V 2/3-Doors",8950,61,8,1999,82115,"Petrol",110,1,"Red",0,1600,3,4,5,85,1055,0,1,3,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0.108993484747001,"Low",0.104265402843602,"Mid-Range"
748,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",7450,65,4,1999,82000,"Petrol",86,1,"Blue",0,1300,3,4,5,69,1015,0,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0908536585365854,"Low",0.0847290640394089,"Budget"
749,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",8450,68,1,1999,81965,"Petrol",86,1,"Black",0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.103092783505155,"Low",0.0830917874396135,"Mid-Range"
750,"TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors",8250,66,3,1999,81250,"Petrol",110,0,"Grey",0,1600,3,4,5,19,1050,0,0,3,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0.101538461538462,"Low",0.104761904761905,"Mid-Range"
751,"TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors",10950,65,4,1999,81192,"Petrol",110,1,"Black",0,1600,3,4,6,85,1065,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0.134865503990541,"Low",0.103286384976526,"Mid-Range"
752,"TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors",8950,61,8,1999,81170,"Petrol",110,1,"Silver",0,1600,4,4,5,69,1040,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0.110262412221264,"Low",0.105769230769231,"Mid-Range"
753,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",8750,66,3,1999,81083,"Petrol",86,0,"Red",0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.107914112699333,"Low",0.0847290640394089,"Mid-Range"
754,"TOYOTA Corolla 1.6 VVTi Linea Luna 4/5-Doors",10450,61,8,1999,80714,"Petrol",110,1,"Black",0,1600,5,4,5,85,1075,1,1,12,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.129469484847734,"Low",0.102325581395349,"Mid-Range"
755,"TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen",10950,57,12,1999,80470,"Petrol",110,0,"Red",0,1600,5,4,5,85,1085,1,1,3,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0.136075556107866,"Low",0.101382488479263,"Mid-Range"
756,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",8450,65,4,1999,80439,"Petrol",110,1,"Green",0,1600,4,4,5,69,1035,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.105048546103258,"Low",0.106280193236715,"Mid-Range"
757,"TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors",9950,59,10,1999,80430,"Petrol",110,1,"Black",0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0.123710058435907,"Low",0.103286384976526,"Mid-Range"
758,"TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors",9950,68,1,1999,80426,"Petrol",110,1,"Green",0,1600,3,4,5,85,1055,1,1,3,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0.123716211175491,"Low",0.104265402843602,"Mid-Range"
759,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",8750,62,7,1999,80265,"Petrol",86,0,"Red",0,1300,3,4,5,69,1015,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.109013891484458,"Low",0.0847290640394089,"Mid-Range"
760,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",9950,65,4,1999,80153,"Petrol",110,0,"Green",0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0.12413758686512,"Low",0.102803738317757,"Mid-Range"
761,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",9500,68,1,1999,80121,"Petrol",110,0,"Red",0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0.118570661873916,"Low",0.102803738317757,"Mid-Range"
762,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",8250,65,4,1999,80086,"Petrol",110,1,"Red",0,1600,4,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.103014259670854,"Low",0.106280193236715,"Mid-Range"
763,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",10950,62,7,1999,80000,"Petrol",110,0,"Grey",0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0.136875,"Low",0.102325581395349,"Mid-Range"
764,"TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors",7950,60,9,1999,80000,"Petrol",86,0,"Green",0,1300,5,4,5,19,1015,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.099375,"Low",0.0847290640394089,"Budget"
765,"TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors",8250,65,4,1999,80000,"Petrol",86,1,"Black",0,1300,2,4,5,19,1015,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.103125,"Low",0.0847290640394089,"Mid-Range"
766,"TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors",9895,67,2,1999,79858,"Petrol",110,1,"Green",0,1600,4,4,5,69,1040,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0.123907435698365,"Low",0.105769230769231,"Mid-Range"
767,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",9130,67,2,1999,79762,"Petrol",86,1,"Grey",0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.114465534966525,"Low",0.0847290640394089,"Mid-Range"
768,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors",10950,59,10,1999,79660,"Petrol",86,0,"Green",1,1300,5,4,5,85,1065,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.137459201606829,"Low",0.0807511737089202,"Mid-Range"
769,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",10500,60,9,1999,79150,"Petrol",110,1,"Green",0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0.132659507264687,"Low",0.102325581395349,"Mid-Range"
770,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",8900,61,8,1999,79000,"Petrol",110,1,"Green",0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0.112658227848101,"Low",0.104761904761905,"Mid-Range"
771,"TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors",9500,57,12,1999,78955,"Petrol",86,1,"Silver",0,1300,5,4,5,69,1045,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0.120321702235451,"Low",0.0822966507177034,"Mid-Range"
772,"TOYOTA Corolla 2.0 D Linea luna Wagon Stationwagen",10950,59,10,1999,78750,"Diesel",90,1,"Silver",0,1975,5,4,5,210,1155,0,0,6,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0.139047619047619,"Low",0.0779220779220779,"Mid-Range"
773,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",7950,68,1,1999,78521,"Petrol",86,0,"Green",0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.10124680021905,"Low",0.0847290640394089,"Budget"
774,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",7950,64,5,1999,78356,"Petrol",86,1,"Silver",0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0.101460003062943,"Low",0.0847290640394089,"Budget"
775,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",7950,65,4,1999,78076,"Petrol",86,1,"Grey",0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.101823863927455,"Low",0.0847290640394089,"Budget"
776,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors",9500,61,8,1999,78063,"Petrol",107,1,"Green",1,1600,5,4,5,85,1100,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0.121696578404622,"Low",0.0972727272727273,"Mid-Range"
777,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",10950,67,2,1999,77821,"Petrol",110,1,"Green",0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0.140707521106128,"Low",0.102325581395349,"Mid-Range"
778,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",9750,68,1,1999,77695,"Petrol",110,1,"Grey",0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.125490700817298,"Low",0.106280193236715,"Mid-Range"
779,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",9750,65,4,1999,77500,"Petrol",110,1,"Blue",0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.125806451612903,"Low",0.104761904761905,"Mid-Range"
780,"TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors",9450,63,6,1999,77457,"Petrol",110,1,"Black",0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0.122003175955692,"Low",0.104265402843602,"Mid-Range"
781,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",8950,68,1,1999,77029,"Petrol",86,1,"Black",0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.116190006361241,"Low",0.0847290640394089,"Mid-Range"
782,"TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors",8950,68,1,1999,77008,"Petrol",86,1,"Violet",0,1300,3,4,5,69,1015,1,1,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.116221691252857,"Low",0.0847290640394089,"Mid-Range"
783,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",8900,66,3,1999,76791,"Petrol",110,1,"Grey",0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0.115898998580563,"Low",0.102803738317757,"Mid-Range"
784,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",9950,61,8,1999,76700,"Petrol",86,1,"Red",0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.129726205997392,"Low",0.0830917874396135,"Mid-Range"
785,"TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors",8750,67,2,1999,76569,"Petrol",86,1,"Black",0,1300,3,4,5,69,1020,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0.114276012485471,"Low",0.0843137254901961,"Mid-Range"
786,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",8950,59,10,1999,76162,"Petrol",110,1,"Green",0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0.117512670360547,"Low",0.102325581395349,"Mid-Range"
787,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",8990,65,4,1999,76155,"Petrol",110,1,"Red",0,1600,4,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0.118048716433589,"Low",0.106280193236715,"Mid-Range"
788,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",8950,61,8,1999,75609,"Petrol",86,1,"Silver",0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.11837215146345,"Low",0.0847290640394089,"Mid-Range"
789,"TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors",8950,62,7,1999,75569,"Diesel",72,1,"Green",0,2000,3,4,5,185,1120,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0.118434807923884,"Low",0.0642857142857143,"Mid-Range"
790,"TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors",9950,67,2,1999,75429,"Petrol",110,1,"Black",0,1600,3,4,6,85,1065,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0.131912129287144,"Low",0.103286384976526,"Mid-Range"
791,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",9900,68,1,1999,75000,"Petrol",110,1,"Green",0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0.132,"Low",0.102325581395349,"Mid-Range"
792,"TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors",8950,65,4,1999,75000,"Petrol",86,0,"Black",0,1300,3,4,5,19,1015,0,1,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0.119333333333333,"Low",0.0847290640394089,"Mid-Range"
793,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",8950,62,7,1999,75000,"Petrol",110,1,"Blue",0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.119333333333333,"Low",0.102803738317757,"Mid-Range"
794,"TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors",9500,66,3,1999,74963,"Petrol",107,0,"Blue",1,1600,3,4,5,85,1085,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0.126729186398623,"Low",0.0986175115207373,"Mid-Range"
795,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",7950,68,1,1999,74889,"Petrol",86,1,"Black",0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0.106157112526539,"Low",0.0847290640394089,"Budget"
796,"TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors",7750,68,1,1999,74875,"Petrol",110,0,"Red",0,1600,5,4,5,85,1070,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.103505843071786,"Low",0.102803738317757,"Budget"
797,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",8950,63,6,1999,74747,"Petrol",110,1,"Green",0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0.119737246979812,"Low",0.102325581395349,"Mid-Range"
798,"TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen",11950,60,9,1999,74720,"Petrol",110,1,"Red",0,1600,5,4,5,85,1085,1,1,3,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0.159930406852248,"Low",0.101382488479263,"Mid-Range"
799,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",8950,62,7,1999,74457,"Petrol",110,0,"Green",0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0.120203607451281,"Low",0.102325581395349,"Mid-Range"
800,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",11950,60,9,1999,74337,"Petrol",86,0,"Blue",0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.160754402249216,"Low",0.0830917874396135,"Mid-Range"
801,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",8950,68,1,1999,74308,"Petrol",110,0,"Red",0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.120444635840017,"Low",0.104761904761905,"Mid-Range"
802,"TOYOTA Corolla 1.6 Linea Terra HB 2/3-Doors",9950,64,5,1999,74193,"Petrol",110,0,"Silver",0,1600,3,4,5,69,1050,1,1,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.134109686897686,"Low",0.104761904761905,"Mid-Range"
803,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",8250,65,4,1999,74179,"Petrol",110,1,"Red",0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.111217460467248,"Low",0.104761904761905,"Mid-Range"
804,"TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen",8995,67,2,1999,73936,"Petrol",86,1,"Green",0,1300,5,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0.121659272884657,"Low",0.0819047619047619,"Mid-Range"
805,"TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors",9995,61,8,1999,73894,"Petrol",110,1,"Black",0,1600,3,4,6,85,1065,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0.135261320269575,"Low",0.103286384976526,"Mid-Range"
806,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",9250,64,5,1999,73500,"Petrol",110,1,"Blue",0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0.125850340136054,"Low",0.104761904761905,"Mid-Range"
807,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",10950,64,5,1999,73376,"Petrol",110,0,"Red",0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.149231356301788,"Low",0.102803738317757,"Mid-Range"
808,"TOYOTA Corolla 1.3 16V 2/3-Doors",8900,64,5,1999,73300,"Petrol",86,1,"Blue",0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0.121418826739427,"Low",0.0847290640394089,"Mid-Range"
809,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",9500,58,11,1999,73172,"Petrol",110,1,"Green",0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0.129831082927896,"Low",0.102325581395349,"Mid-Range"
810,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",9950,58,11,1999,72928,"Petrol",110,1,"Green",0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0.136435936814392,"Low",0.102325581395349,"Mid-Range"
811,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",7950,67,2,1999,72880,"Petrol",86,1,"Black",0,1332,3,4,5,69,1015,0,1,3,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0.109083424807903,"Low",0.0847290640394089,"Budget"
812,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",8250,63,6,1999,72522,"Petrol",110,1,"Green",0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0.113758583602217,"Low",0.104761904761905,"Mid-Range"
813,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",9450,64,5,1999,72000,"Petrol",86,1,"Green",0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.13125,"Low",0.0847290640394089,"Mid-Range"
814,"TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors",7950,57,12,1999,72000,"Petrol",86,0,"Red",0,1300,3,4,5,69,1015,1,0,3,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.110416666666667,"Low",0.0847290640394089,"Budget"
815,"TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors",9500,59,10,1999,71366,"Petrol",110,0,"Black",0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0.133116610150492,"Low",0.103286384976526,"Mid-Range"
816,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",8950,65,4,1999,71317,"Petrol",110,0,"Blue",0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.125496024790723,"Low",0.104761904761905,"Mid-Range"
817,"TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors",10950,62,7,1999,71000,"Petrol",110,0,"Black",0,1600,5,4,5,85,1070,0,1,12,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0.154225352112676,"Low",0.102803738317757,"Mid-Range"
818,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",8950,60,9,1999,70954,"Petrol",110,0,"Green",0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.126138061279139,"Low",0.104761904761905,"Mid-Range"
819,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",9450,63,6,1999,70908,"Petrol",86,0,"Red",0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0.133271281096632,"Low",0.0830917874396135,"Mid-Range"
820,"TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors",8000,58,11,1999,70560,"Petrol",110,1,"Blue",0,1600,3,4,5,69,1050,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0.113378684807256,"Low",0.104761904761905,"Mid-Range"
821,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",9900,67,2,1999,70552,"Petrol",110,0,"Grey",0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0.140322031976415,"Low",0.102325581395349,"Mid-Range"
822,"TOYOTA Corolla 1.6 16v VVTi Terra Comfort 4/5-Doors",8950,62,7,1999,70500,"Petrol",110,1,"Blue",0,1600,5,4,5,69,1035,1,1,12,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0.126950354609929,"Low",0.106280193236715,"Mid-Range"
823,"TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors",10900,60,9,1999,70453,"Diesel",72,0,"Red",0,2000,5,4,5,185,1135,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.154713071125431,"Low",0.0634361233480176,"Mid-Range"
824,"TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors",9450,59,10,1999,70218,"Petrol",110,1,"Green",0,1600,3,4,5,69,1050,1,1,3,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0.134580876698283,"Low",0.104761904761905,"Mid-Range"
825,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",8450,64,5,1999,70116,"Petrol",110,1,"Red",0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.120514575845741,"Low",0.106280193236715,"Mid-Range"
826,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",9500,65,4,1999,70068,"Petrol",110,1,"Green",0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0.135582576925273,"Low",0.102325581395349,"Mid-Range"
827,"TOYOTA Corolla 1.6 16v Linea Luna 2/3-Doors",10500,67,2,1999,70000,"Petrol",107,1,"Silver",1,1587,3,4,5,19,1065,0,0,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0.15,"Low",0.100469483568075,"Mid-Range"
828,"TOYOTA Corolla 1.3 16V L. TERRA COMFORT 2/3-Doors",6950,68,1,1999,70000,"Petrol",86,1,"Blue",0,1300,3,4,5,69,1015,0,0,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0992857142857143,"Low",0.0847290640394089,"Budget"
829,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",9750,68,1,1999,69103,"Petrol",110,0,"Red",0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.141093729649943,"Low",0.106280193236715,"Mid-Range"
830,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",6950,58,11,1999,69022,"Petrol",86,1,"Black",0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0.100692532815624,"Low",0.0830917874396135,"Budget"
831,"TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors",9650,67,2,1999,69000,"Petrol",110,1,"Black",0,1600,3,4,6,85,1065,0,1,3,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0.139855072463768,"Low",0.103286384976526,"Mid-Range"
832,"TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors",9950,68,1,1999,68865,"Petrol",110,1,"Black",0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0.144485587744137,"Low",0.103286384976526,"Mid-Range"
833,"TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors",9250,58,11,1999,68723,"Petrol",86,0,"Red",0,1300,3,4,5,69,1025,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0.134598314974608,"Low",0.0839024390243902,"Mid-Range"
834,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",8950,63,6,1999,68453,"Petrol",110,1,"Red",0,1600,5,4,5,85,1070,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0.130746643682527,"Low",0.102803738317757,"Mid-Range"
